Jan  5 00:13:30 c.mx.h2.net sm-mta[8667]: jB88DNFk008667: from=<u13@h2.net>, size=3666, class=-60, nrcpts=1, msgid=<u14@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:13:47 a.mx.h2.net sm-mta[12879]: jB88DmAN012879: from=<u13@h2.net>, size=1423, class=-60, nrcpts=1, msgid=<u1543@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:47 a.mx.h2.net sm-mta[12884]: jB88DmAN012879: to=<u1553@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229423, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dmsl001811 Message accepted for delivery) 
Jan  5 00:13:47 d.mx.h2.net sm-mta[13697]: jB88DmSf013697: from=<u13@h2.net>, size=2881, class=-60, nrcpts=1, msgid=<u1544@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:47 d.mx.h2.net sm-mta[13710]: jB88DmSf013697: to=<u1551@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230881, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DmDu009971 Message accepted for delivery) 
Jan  5 00:13:47 c.mx.h2.net sm-mta[9579]: jB88DmNf009579: from=<u13@h2.net>, size=1201, class=-60, nrcpts=1, msgid=<u1546@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:47 c.mx.h2.net sm-mta[9591]: jB88DmNf009579: to=<u1560@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229201, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DmeW001825 Message accepted for delivery) 
Jan  5 00:13:47 c.mx.h2.net sm-mta[9578]: jB88DmwK009578: from=<u13@h2.net>, size=1886, class=-60, nrcpts=1, msgid=<u1547@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:47 c.mx.h2.net sm-mta[9593]: jB88DmwK009578: to=<u1561@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229886, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DmUi001824 Message accepted for delivery) 
Jan  5 00:13:47 a.mx.h2.net sm-mta[12876]: jB88DmIP012876: from=<u13@h2.net>, size=1340, class=-60, nrcpts=1, msgid=<u1549@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:47 a.mx.h2.net sm-mta[12887]: jB88DmIP012876: to=<u1555@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229340, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dm3C001813 Message accepted for delivery) 
Jan  5 00:13:47 c.mx.h2.net sm-mta[9584]: jB88Dmjr009584: from=<u13@h2.net>, size=1195, class=-60, nrcpts=1, msgid=<u1552@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:48 c.mx.h2.net sm-mta[9595]: jB88Dmjr009584: to=<u1565@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229195, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DmFp001827 Message accepted for delivery) 
Jan  5 00:13:48 d.mx.h2.net sm-mta[13703]: jB88Dm4r013703: from=<u13@h2.net>, size=2425, class=-60, nrcpts=1, msgid=<u1572@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:48 d.mx.h2.net sm-mta[13725]: jB88Dm4r013703: to=<u1579@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230425, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dmbj009996 Message accepted for delivery) 
Jan  5 00:13:48 d.mx.h2.net sm-mta[13721]: jB88DmHu013721: from=<u13@h2.net>, size=1189, class=-60, nrcpts=1, msgid=<u1577@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:48 d.mx.h2.net sm-mta[13729]: jB88DmHu013721: to=<u1581@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229189, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dmtb001887 Message accepted for delivery) 
Jan  5 00:13:48 b.mx.h2.net sm-mta[8984]: jB88DmPP008984: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u1580@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:48 b.mx.h2.net sm-mta[8989]: jB88DmPP008984: to=<u1583@h2.net>, delay=00:00:01, xdelay=00:00:01, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dnn8001888 Message accepted for delivery) 
Jan  5 00:13:48 b.mx.h2.net sm-mta[8992]: jB88DnlI008992: from=<u13@h2.net>, size=1414, class=-60, nrcpts=1, msgid=<u1593@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:48 b.mx.h2.net sm-mta[9000]: jB88DnlI008992: to=<u1601@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229414, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DnwN010039 Message accepted for delivery) 
Jan  5 00:13:48 b.mx.h2.net sm-mta[8995]: jB88DnGe008995: from=<u13@h2.net>, size=1201, class=-60, nrcpts=1, msgid=<u1596@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:48 b.mx.h2.net sm-mta[9003]: jB88DnGe008995: to=<u1605@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229201, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dnht010040 Message accepted for delivery) 
Jan  5 00:13:48 d.mx.h2.net sm-mta[13737]: jB88Dni9013737: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u1602@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:48 d.mx.h2.net sm-mta[13751]: jB88Dni9013737: to=<u1612@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dnm2010063 Message accepted for delivery) 
Jan  5 00:13:48 d.mx.h2.net sm-mta[13742]: jB88DnOL013742: from=<u13@h2.net>, size=1349, class=-60, nrcpts=1, msgid=<u1609@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:48 d.mx.h2.net sm-mta[13754]: jB88DnOL013742: to=<u1614@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229349, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dn6b001927 Message accepted for delivery) 
Jan  5 00:13:48 c.mx.h2.net sm-mta[9604]: jB88DnhY009604: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u1619@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:48 c.mx.h2.net sm-mta[9613]: jB88DnhY009604: to=<u1627@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DnhT010075 Message accepted for delivery) 
Jan  5 00:13:48 c.mx.h2.net sm-mta[9607]: jB88DnlX009607: from=<u13@h2.net>, size=1429, class=-60, nrcpts=1, msgid=<u1620@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:48 c.mx.h2.net sm-mta[9617]: jB88DnlX009607: to=<u1629@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229429, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dn1c010076 Message accepted for delivery) 
Jan  5 00:13:48 c.mx.h2.net sm-mta[9618]: jB88Dnw1009618: from=<u13@h2.net>, size=2188, class=-60, nrcpts=1, msgid=<u1630@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:48 c.mx.h2.net sm-mta[9631]: jB88Dnw1009618: to=<u1636@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230188, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DnLT001951 Message accepted for delivery) 
Jan  5 00:13:48 b.mx.h2.net sm-mta[9007]: jB88DnBe009007: from=<u13@h2.net>, size=1192, class=-60, nrcpts=1, msgid=<u1632@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:49 b.mx.h2.net sm-mta[9015]: jB88DnBe009007: to=<u1639@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229192, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DnWU010101 Message accepted for delivery) 
Jan  5 00:13:48 c.mx.h2.net sm-mta[9627]: jB88DnHi009627: from=<u13@h2.net>, size=1340, class=-60, nrcpts=1, msgid=<u1635@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:49 c.mx.h2.net sm-mta[9634]: jB88DnHi009627: to=<u1641@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229340, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DnfN010112 Message accepted for delivery) 
Jan  5 00:13:49 c.mx.h2.net sm-mta[9637]: jB88DobI009637: from=<u13@h2.net>, size=1272, class=-60, nrcpts=1, msgid=<u1660@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:49 c.mx.h2.net sm-mta[9648]: jB88DobI009637: to=<u1671@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229272, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DojH001975 Message accepted for delivery) 
Jan  5 00:13:49 c.mx.h2.net sm-mta[9640]: jB88DoWM009640: from=<u13@h2.net>, size=1886, class=-60, nrcpts=1, msgid=<u1664@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:49 c.mx.h2.net sm-mta[9651]: jB88DoWM009640: to=<u1672@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229886, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Domk001976 Message accepted for delivery) 
Jan  5 00:13:49 d.mx.h2.net sm-mta[13782]: jB88DofQ013782: from=<u13@h2.net>, size=2887, class=-60, nrcpts=1, msgid=<u1676@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:49 d.mx.h2.net sm-mta[13789]: jB88DofQ013782: to=<u1678@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230887, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DoCI010139 Message accepted for delivery) 
Jan  5 00:13:49 b.mx.h2.net sm-mta[9018]: jB88DoUM009018: from=<u13@h2.net>, size=2422, class=-60, nrcpts=1, msgid=<u1683@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:49 b.mx.h2.net sm-mta[9027]: jB88DoUM009018: to=<u1692@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230422, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Docj002004 Message accepted for delivery) 
Jan  5 00:13:49 a.mx.h2.net sm-mta[12923]: jB88Doah012923: from=<u13@h2.net>, size=1201, class=-60, nrcpts=1, msgid=<u1685@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:49 a.mx.h2.net sm-mta[12928]: jB88Doah012923: to=<u1691@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229201, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DovV002003 Message accepted for delivery) 
Jan  5 00:13:49 c.mx.h2.net sm-mta[9666]: jB88DoHU009666: from=<u13@h2.net>, size=2271, class=-60, nrcpts=1, msgid=<u1686@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:49 c.mx.h2.net sm-mta[9673]: jB88DoHU009666: to=<u1690@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230271, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DoPG010151 Message accepted for delivery) 
Jan  5 00:13:49 b.mx.h2.net sm-mta[9021]: jB88DoLn009021: from=<u13@h2.net>, size=1269, class=-60, nrcpts=1, msgid=<u1687@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:49 b.mx.h2.net sm-mta[9029]: jB88DoLn009021: to=<u1693@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229269, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dop4002005 Message accepted for delivery) 
Jan  5 00:13:49 d.mx.h2.net sm-mta[13799]: jB88DofJ013799: from=<u13@h2.net>, size=1892, class=-60, nrcpts=1, msgid=<u1689@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:50 d.mx.h2.net sm-mta[13810]: jB88DofJ013799: to=<u1696@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229892, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Do09010153 Message accepted for delivery) 
Jan  5 00:13:50 d.mx.h2.net sm-mta[13812]: jB88DoRm013812: from=<u13@h2.net>, size=3500, class=-60, nrcpts=1, msgid=<u1694@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:50 d.mx.h2.net sm-mta[13820]: jB88DoRm013812: to=<u1701@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=231500, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dok3010183 Message accepted for delivery) 
Jan  5 00:13:50 b.mx.h2.net sm-mta[9037]: jB88Dp8S009037: from=<u13@h2.net>, size=1278, class=-60, nrcpts=1, msgid=<u1717@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:50 b.mx.h2.net sm-mta[9046]: jB88Dp8S009037: to=<u1723@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229278, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DpwC010195 Message accepted for delivery) 
Jan  5 00:13:50 d.mx.h2.net sm-mta[13832]: jB88DpYx013832: from=<u13@h2.net>, size=3115, class=-60, nrcpts=1, msgid=<u1719@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:50 d.mx.h2.net sm-mta[13840]: jB88DpYx013832: to=<u1725@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=231115, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DpR3002061 Message accepted for delivery) 
Jan  5 00:13:50 d.mx.h2.net sm-mta[13841]: jB88DpJP013841: from=<u13@h2.net>, size=1352, class=-60, nrcpts=1, msgid=<u1730@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:50 d.mx.h2.net sm-mta[13849]: jB88DpJP013841: to=<u1734@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229352, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DpTr002075 Message accepted for delivery) 
Jan  5 00:13:50 d.mx.h2.net sm-mta[13844]: jB88Dpxi013844: from=<u13@h2.net>, size=1580, class=-60, nrcpts=1, msgid=<u1732@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:50 d.mx.h2.net sm-mta[13852]: jB88Dpxi013844: to=<u1739@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229580, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dp26010207 Message accepted for delivery) 
Jan  5 00:13:50 b.mx.h2.net sm-mta[9053]: jB88DpeH009053: from=<u13@h2.net>, size=8277, class=-60, nrcpts=1, msgid=<u1744@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:50 b.mx.h2.net sm-mta[9064]: jB88DpeH009053: to=<u1751@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=236277, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DpNP010219 Message accepted for delivery) 
Jan  5 00:13:50 b.mx.h2.net sm-mta[9059]: jB88Dpku009059: from=<u13@h2.net>, size=4205, class=-60, nrcpts=1, msgid=<u1750@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:50 b.mx.h2.net sm-mta[9068]: jB88Dpku009059: to=<u1755@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=232205, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DpNT002087 Message accepted for delivery) 
Jan  5 00:13:50 c.mx.h2.net sm-mta[9694]: jB88Dpeb009694: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u1759@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:51 c.mx.h2.net sm-mta[9706]: jB88Dpeb009694: to=<u1775@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dpha010249 Message accepted for delivery) 
Jan  5 00:13:50 c.mx.h2.net sm-mta[9697]: jB88DpuX009697: from=<u13@h2.net>, size=1586, class=-60, nrcpts=1, msgid=<u1760@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:51 c.mx.h2.net sm-mta[9708]: jB88DpuX009697: to=<u1777@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229586, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dpln010252 Message accepted for delivery) 
Jan  5 00:13:51 b.mx.h2.net sm-mta[9072]: jB88DpHr009072: from=<u13@h2.net>, size=2804, class=-60, nrcpts=1, msgid=<u1773@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:51 b.mx.h2.net sm-mta[9078]: jB88DpHr009072: to=<u1788@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230804, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DpdR010266 Message accepted for delivery) 
Jan  5 00:13:51 b.mx.h2.net sm-mta[9069]: jB88Dpos009069: from=<u13@h2.net>, size=1660, class=-60, nrcpts=1, msgid=<u1774@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:51 b.mx.h2.net sm-mta[9080]: jB88Dpos009069: to=<u1794@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229660, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DpK7010279 Message accepted for delivery) 
Jan  5 00:13:51 b.mx.h2.net sm-mta[9081]: jB88Dpwf009081: from=<u13@h2.net>, size=1586, class=-60, nrcpts=1, msgid=<u1798@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:51 b.mx.h2.net sm-mta[9091]: jB88Dpwf009081: to=<u1805@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229586, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dqgp010327 Message accepted for delivery) 
Jan  5 00:13:51 c.mx.h2.net sm-mta[9716]: jB88Dp4J009716: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u1801@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:51 c.mx.h2.net sm-mta[9723]: jB88Dp4J009716: to=<u1808@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DqTu002124 Message accepted for delivery) 
Jan  5 00:13:51 a.mx.h2.net sm-mta[12946]: jB88Dqep012946: from=<u13@h2.net>, size=2357, class=-60, nrcpts=1, msgid=<u1802@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:51 a.mx.h2.net sm-mta[12951]: jB88Dqep012946: to=<u1816@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230357, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DqlN010336 Message accepted for delivery) 
Jan  5 00:13:51 c.mx.h2.net sm-mta[9724]: jB88DqgQ009724: from=<u13@h2.net>, size=1811, class=-60, nrcpts=1, msgid=<u1811@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:51 c.mx.h2.net sm-mta[9729]: jB88DqgQ009724: to=<u1820@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229811, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DqXA002139 Message accepted for delivery) 
Jan  5 00:13:51 d.mx.h2.net sm-mta[13881]: jB88Dq3H013881: from=<u13@h2.net>, size=1432, class=-60, nrcpts=1, msgid=<u1823@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:51 d.mx.h2.net sm-mta[13889]: jB88Dq3H013881: to=<u1828@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229432, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dq6b002167 Message accepted for delivery) 
Jan  5 00:13:51 b.mx.h2.net sm-mta[9093]: jB88DqVt009093: from=<u13@h2.net>, size=1275, class=-60, nrcpts=1, msgid=<u1829@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:51 b.mx.h2.net sm-mta[9105]: jB88DqVt009093: to=<u1833@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229275, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dqw0002179 Message accepted for delivery) 
Jan  5 00:13:51 b.mx.h2.net sm-mta[9094]: jB88Dq7r009094: from=<u13@h2.net>, size=1278, class=-60, nrcpts=1, msgid=<u1830@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:51 b.mx.h2.net sm-mta[9106]: jB88Dq7r009094: to=<u1837@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229278, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DqIS002180 Message accepted for delivery) 
Jan  5 00:13:52 b.mx.h2.net sm-mta[9110]: jB88DqAu009110: from=<u13@h2.net>, size=4045, class=-60, nrcpts=1, msgid=<u1862@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:52 b.mx.h2.net sm-mta[9115]: jB88DqAu009110: to=<u1864@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=232045, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DqEb002215 Message accepted for delivery) 
Jan  5 00:13:52 d.mx.h2.net sm-mta[13897]: jB88Dq8D013897: from=<u13@h2.net>, size=2425, class=-60, nrcpts=1, msgid=<u1863@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:52 d.mx.h2.net sm-mta[13905]: jB88Dq8D013897: to=<u1867@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230425, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DqK5010389 Message accepted for delivery) 
Jan  5 00:13:52 d.mx.h2.net sm-mta[13906]: jB88Dq4F013906: from=<u13@h2.net>, size=4436, class=-60, nrcpts=1, msgid=<u1866@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:52 d.mx.h2.net sm-mta[13911]: jB88Dq4F013906: to=<u1876@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=232436, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DrpZ010401 Message accepted for delivery) 
Jan  5 00:13:52 a.mx.h2.net sm-mta[12972]: jB88DqDF012972: from=<u13@h2.net>, size=2197, class=-60, nrcpts=1, msgid=<u1870@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:52 a.mx.h2.net sm-mta[12982]: jB88DqDF012972: to=<u1889@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=230197, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Drji010417 Message accepted for delivery) 
Jan  5 00:13:52 a.mx.h2.net sm-mta[12973]: jB88Dqg0012973: from=<u13@h2.net>, size=1731, class=-60, nrcpts=1, msgid=<u1871@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:52 a.mx.h2.net sm-mta[12983]: jB88Dqg0012973: to=<u1888@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229731, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88DrIS010418 Message accepted for delivery) 
Jan  5 00:13:52 d.mx.h2.net sm-mta[13915]: jB88Dr8x013915: from=<u13@h2.net>, size=1960, class=-60, nrcpts=1, msgid=<u1891@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:13:52 d.mx.h2.net sm-mta[13926]: jB88Dr8x013915: to=<u1907@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229960, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88Dr0f002253 Message accepted for delivery) 
